,split,class_name,video_name,dataset,youtube_id,start_time,end_time
10149,train,bandaging,12972.mp4,Kinetics,Zd9qlZ5wPDY,23,33
10150,train,bandaging,13008.mp4,Kinetics,nBxiqKCH8Es,15,25
10151,train,bandaging,13134.mp4,Kinetics,sEm4JTVkCn8,45,55
10152,train,bandaging,12561.mp4,Kinetics,SL7gmEV9aXg,106,116
10153,train,bandaging,12555.mp4,Kinetics,9tSfmLDRtw4,57,67
10154,train,bandaging,12801.mp4,Kinetics,5JP1nPpAgUg,503,513
10155,train,bandaging,13031.mp4,Kinetics,h6w_UDGpjsg,53,63
10156,train,bandaging,12919.mp4,Kinetics,Evv8Lu7cyBQ,47,57
10157,train,bandaging,12648.mp4,Kinetics,tb5Ymox5eLA,17,27
10158,train,bandaging,12879.mp4,Kinetics,7IFKuBYjOas,26,36
10159,train,bandaging,12772.mp4,Kinetics,R7vnekonx_I,74,84
10160,train,bandaging,13059.mp4,Kinetics,BxgnKYmBYzQ,12,22
10161,train,bandaging,12810.mp4,Kinetics,jOOMHq-NuJo,57,67
10162,train,bandaging,12821.mp4,Kinetics,A8-ai2kwwLI,19,29
10163,train,bandaging,12899.mp4,Kinetics,cFrU2WcQhi4,96,106
10164,train,bandaging,12626.mp4,Kinetics,GSK7CwNz6TI,18,28
10165,train,bandaging,12841.mp4,Kinetics,d241RA23JzI,85,95
10166,train,bandaging,12884.mp4,Kinetics,XcpmBJdMbmA,1309,1319
10167,train,bandaging,12644.mp4,Kinetics,cwtQFcFyA14,514,524
10168,train,bandaging,12913.mp4,Kinetics,WShqxPvES6I,96,106
10169,train,bandaging,12849.mp4,Kinetics,seSVhjwQJhE,0,10
10170,train,bandaging,12747.mp4,Kinetics,4f7LhHk0j8o,127,137
10171,train,bandaging,12518.mp4,Kinetics,Nm-yNLGHUZ0,20,30
10172,train,bandaging,12932.mp4,Kinetics,rV_DLxjmcbk,7,17
10173,train,bandaging,12952.mp4,Kinetics,TvcbGTej4G4,17,27
10174,train,bandaging,12817.mp4,Kinetics,vB0_OxltZfM,58,68
10175,train,bandaging,13022.mp4,Kinetics,AGs9pefx9zw,55,65
10176,train,bandaging,12875.mp4,Kinetics,zrbu10hWu8E,76,86
10177,train,bandaging,13126.mp4,Kinetics,t5aSnjxQdXQ,6,16
10178,train,bandaging,12735.mp4,Kinetics,7peZtHFSnHA,22,32
10179,train,bandaging,12531.mp4,Kinetics,xhp1Na2oRMY,144,154
10180,train,bandaging,12855.mp4,Kinetics,UeX9P6_p5ik,296,306
10181,train,bandaging,12940.mp4,Kinetics,g3IsVcHahEs,328,338
10182,train,bandaging,12707.mp4,Kinetics,2cj3W9GOYfI,819,829
10183,train,bandaging,12854.mp4,Kinetics,8v3f5nuWE1s,56,66
10184,train,bandaging,12633.mp4,Kinetics,UWJgZM8PcV8,63,73
10185,train,bandaging,12874.mp4,Kinetics,EI9_Te4-URA,1,11
10186,train,bandaging,12829.mp4,Kinetics,3uZ7B2zuG9c,4,14
10187,train,bandaging,12852.mp4,Kinetics,Z8s-gfN__to,0,10
10188,train,bandaging,12617.mp4,Kinetics,GLbsSJCKOig,38,48
10189,train,bandaging,12674.mp4,Kinetics,Ck2s0NQrHJw,165,175
10190,train,bandaging,13105.mp4,Kinetics,X9fbOpvZbQo,155,165
10191,train,bandaging,12702.mp4,Kinetics,1jcCX8RALKU,28,38
10192,train,bandaging,13006.mp4,Kinetics,HdYfiixS0Jg,508,518
10193,train,bandaging,12715.mp4,Kinetics,P7w9hKph3Fg,55,65
10194,train,bandaging,13028.mp4,Kinetics,L5RsAw0Wihs,34,44
10195,train,bandaging,12532.mp4,Kinetics,aitGAMq7UfY,0,10
10196,train,bandaging,13136.mp4,Kinetics,Rc9uFfqvv8s,100,110
10197,train,bandaging,12946.mp4,Kinetics,2jgwyJ3aWTI,39,49
10198,train,bandaging,12685.mp4,Kinetics,XbRuL8IPRlE,121,131
10199,train,bandaging,12657.mp4,Kinetics,g7aFISjtxmA,0,10
10200,train,bandaging,12706.mp4,Kinetics,wzntXUOlH5Y,34,44
10201,train,bandaging,13147.mp4,Kinetics,znvbB-MmLAo,4,14
10202,train,bandaging,12846.mp4,Kinetics,9rWlOSBVB28,45,55
10203,train,bandaging,12615.mp4,Kinetics,4q096zM0Ymc,16,26
10204,train,bandaging,12634.mp4,Kinetics,IPSKpsTe84k,84,94
10205,train,bandaging,12591.mp4,Kinetics,UlYqpGzydZg,58,68
10206,train,bandaging,12796.mp4,Kinetics,3pSgt0bpZ4E,88,98
10207,train,bandaging,12576.mp4,Kinetics,BtFjNpRcwn4,1,11
10208,train,bandaging,12582.mp4,Kinetics,UZBjPUQpJh0,11,21
10209,train,bandaging,12955.mp4,Kinetics,Dhp0XXDtC68,2,12
10210,train,bandaging,13139.mp4,Kinetics,7o7wiLJ5rRY,65,75
10211,train,bandaging,12836.mp4,Kinetics,-XWHqiqxDGs,92,102
10212,train,bandaging,12667.mp4,Kinetics,8BF6VXTjYgA,150,160
10213,train,bandaging,12786.mp4,Kinetics,I6viy6uQFx8,0,10
10214,train,bandaging,12885.mp4,Kinetics,uRqekyrg9-8,447,457
10215,train,bandaging,12624.mp4,Kinetics,fXqDu4wGavY,37,47
10216,train,bandaging,13081.mp4,Kinetics,eiPZlO-7qY4,64,74
10217,train,bandaging,13048.mp4,Kinetics,4mltwJqIDsE,52,62
10218,train,bandaging,12537.mp4,Kinetics,TfjLE0e5dbw,78,88
10219,train,bandaging,13143.mp4,Kinetics,8HvwvUHQHig,71,81
10220,train,bandaging,12756.mp4,Kinetics,mDo1nXah1Qo,68,78
10221,train,bandaging,12558.mp4,Kinetics,zEEJwGYJjOQ,121,131
10222,train,bandaging,12895.mp4,Kinetics,0sAUj21IYaU,0,10
10223,train,bandaging,12704.mp4,Kinetics,3XkVNmz-Er0,144,154
10224,train,bandaging,12815.mp4,Kinetics,AAm3ain9ws0,119,129
10225,train,bandaging,12835.mp4,Kinetics,Qc3jEt0A448,6,16
10226,train,bandaging,12981.mp4,Kinetics,d0xZhc2JR7g,306,316
10227,train,bandaging,12636.mp4,Kinetics,r4rcSZINOr8,11,21
10228,train,bandaging,12535.mp4,Kinetics,cyOJYYP_-gI,100,110
10229,train,bandaging,13049.mp4,Kinetics,jataCF2QLmA,49,59
10230,train,bandaging,12980.mp4,Kinetics,RGhFKOx8ZcQ,69,79
10231,train,bandaging,12586.mp4,Kinetics,aW0jdQmLWw4,72,82
10232,train,bandaging,12781.mp4,Kinetics,rhfo6DKOGMg,22,32
10233,train,bandaging,13020.mp4,Kinetics,wik7EKz6uXU,36,46
10234,train,bandaging,13119.mp4,Kinetics,TaNvAP0Dq4U,142,152
10235,train,bandaging,13035.mp4,Kinetics,NZUQoKqYrcw,35,45
10236,train,bandaging,12654.mp4,Kinetics,8BSZbXNHVl8,16,26
10237,train,bandaging,12619.mp4,Kinetics,67BcoVzK0jc,138,148
10238,train,bandaging,13013.mp4,Kinetics,-lV7PUoy1to,6,16
10239,train,bandaging,12779.mp4,Kinetics,7-ThdFnnqzQ,5,15
10240,train,bandaging,12973.mp4,Kinetics,DmcjmLtiHjY,504,514
10241,train,bandaging,12860.mp4,Kinetics,bZ09zK0DoMU,6,16
10242,train,bandaging,13029.mp4,Kinetics,KfwJiKq94LA,27,37
10243,train,bandaging,13088.mp4,Kinetics,6Jv9hVIplYA,47,57
10244,train,bandaging,12828.mp4,Kinetics,4_W7WhTHVFE,29,39
10245,train,bandaging,12754.mp4,Kinetics,nkAbtH2a98Q,4,14
10246,train,bandaging,12907.mp4,Kinetics,PXomZs_Vr5c,3,13
10247,train,bandaging,12784.mp4,Kinetics,L70vbEHak0s,37,47
10248,train,bandaging,12869.mp4,Kinetics,-tNvi5MzCQI,111,121
10249,train,bandaging,12833.mp4,Kinetics,Ty-59QyB76U,39,49
10250,train,bandaging,12611.mp4,Kinetics,C7JJnR_2UyI,59,69
10251,train,bandaging,12708.mp4,Kinetics,2wYt4kax5ZQ,256,266
10252,train,bandaging,13026.mp4,Kinetics,RIeTLM_q4kE,623,633
10253,train,bandaging,12889.mp4,Kinetics,FBO0sxzhqQQ,25,35
10254,train,bandaging,12744.mp4,Kinetics,LDXayH3vnOU,87,97
10255,train,bandaging,12609.mp4,Kinetics,vCM3y3eW_Mo,229,239
10256,train,bandaging,12711.mp4,Kinetics,lH2mdExouTQ,74,84
10257,train,bandaging,12813.mp4,Kinetics,olJuPANb6c8,91,101
10258,train,bandaging,12850.mp4,Kinetics,V6Ypxm99cJA,4,14
10259,train,bandaging,13043.mp4,Kinetics,qm2o1TDL6L8,40,50
10260,train,bandaging,12771.mp4,Kinetics,vbffkPVKcGE,27,37
10261,train,bandaging,12695.mp4,Kinetics,4cHSIyySNms,652,662
10262,train,bandaging,13117.mp4,Kinetics,M2CWAVePDqU,493,503
10263,train,bandaging,13142.mp4,Kinetics,9JSEeej0_V4,81,91
10264,train,bandaging,12883.mp4,Kinetics,07HE9JP80B0,61,71
10265,train,bandaging,13034.mp4,Kinetics,j62zr2-wgFw,90,100
10266,train,bandaging,12788.mp4,Kinetics,kqNx9Mw-A4s,93,103
10267,train,bandaging,13112.mp4,Kinetics,1vnjCOq4rGQ,23,33
10268,train,bandaging,13113.mp4,Kinetics,JKaSA_heIdI,17,27
10269,train,bandaging,12947.mp4,Kinetics,TzhUDfPGeLA,379,389
10270,train,bandaging,12872.mp4,Kinetics,2SF1Cevmps0,59,69
10271,train,bandaging,12839.mp4,Kinetics,j2FdcH3g6oA,197,207
10272,train,bandaging,12868.mp4,Kinetics,LBK5Cw8ZnYE,35,45
10273,train,bandaging,12675.mp4,Kinetics,RKz-zvp0Ji8,47,57
10274,train,bandaging,12515.mp4,Kinetics,E7Vf1vGQ-mQ,777,787
10275,train,bandaging,12678.mp4,Kinetics,_XL-jgOh0Rg,8,18
10276,train,bandaging,12845.mp4,Kinetics,JCVoHugM8yg,22,32
10277,train,bandaging,12819.mp4,Kinetics,5xLI5WjhK_k,263,273
10278,train,bandaging,12748.mp4,Kinetics,k6HblI6JszE,46,56
10279,train,bandaging,12916.mp4,Kinetics,hAx076R1ebI,1,11
10280,train,bandaging,13055.mp4,Kinetics,kD7OV40zeVE,98,108
10281,train,bandaging,12963.mp4,Kinetics,QJaiaZbFeKg,139,149
10282,train,bandaging,12921.mp4,Kinetics,u4sS2oRvKBI,21,31
10283,train,bandaging,12572.mp4,Kinetics,AWCl_OB1-hw,56,66
10284,train,bandaging,12533.mp4,Kinetics,Xz3lmQ0Nzs8,288,298
10285,train,bandaging,12669.mp4,Kinetics,m7pxYINcYvs,82,92
10286,train,bandaging,12769.mp4,Kinetics,nCjf64N03AY,29,39
10287,train,bandaging,12725.mp4,Kinetics,xmqypyWEHq4,102,112
10288,train,bandaging,12753.mp4,Kinetics,umbIrLyt6aw,38,48
10289,train,bandaging,12742.mp4,Kinetics,rjzCMvkS_oY,46,56
10290,train,bandaging,12632.mp4,Kinetics,nHlHb-N3Xns,13,23
10291,train,bandaging,12517.mp4,Kinetics,AL6EqSqgIZo,10,20
10292,train,bandaging,12897.mp4,Kinetics,hqb_f50bmEY,11,21
10293,train,bandaging,12647.mp4,Kinetics,od11ug1PhW8,82,92
10294,train,bandaging,13009.mp4,Kinetics,QJmDyzZ6MgY,94,104
10295,train,bandaging,13060.mp4,Kinetics,V0PtUC6bpic,63,73
10296,train,bandaging,13046.mp4,Kinetics,NPS2vQln1hI,81,91
10297,train,bandaging,12639.mp4,Kinetics,ZaH38K7RhA0,17,27
10298,train,bandaging,13076.mp4,Kinetics,oyjWhwdaQOk,135,145
10299,train,bandaging,12925.mp4,Kinetics,7ckUIrxxdKk,28,38
10300,train,bandaging,12655.mp4,Kinetics,orZ_iN4TluQ,66,76
10301,train,bandaging,12994.mp4,Kinetics,MqpemQD6xS8,0,10
10302,train,bandaging,12751.mp4,Kinetics,xg-s14bM5cA,60,70
10303,train,bandaging,12945.mp4,Kinetics,0qHPyrNtX6w,125,135
10304,train,bandaging,13050.mp4,Kinetics,85CxYn4gk7c,84,94
10305,train,bandaging,12999.mp4,Kinetics,Jm9V2UP88Eo,5,15
10306,train,bandaging,12677.mp4,Kinetics,1DpLvdJgWHg,61,71
10307,train,bandaging,12594.mp4,Kinetics,sbTLuBYPH1Y,37,47
10308,train,bandaging,12732.mp4,Kinetics,-554HrHdv14,97,107
10309,train,bandaging,12722.mp4,Kinetics,7KXf4GQR0u0,14,24
10310,train,bandaging,12541.mp4,Kinetics,jQmdTgDEnxA,104,114
10311,train,bandaging,12997.mp4,Kinetics,RICLuTOg7Cg,3,13
10312,train,bandaging,12745.mp4,Kinetics,XjXVtGYJOLE,241,251
10313,train,bandaging,12666.mp4,Kinetics,iKUEvy8vPtI,11,21
10314,train,bandaging,13118.mp4,Kinetics,As3r-eVprDE,24,34
10315,train,bandaging,12613.mp4,Kinetics,rnt1hFTrhGM,317,327
10316,train,bandaging,12990.mp4,Kinetics,7z8GT4odjoo,104,114
10317,train,bandaging,12637.mp4,Kinetics,QpsBGZclGBU,10,20
10318,train,bandaging,12979.mp4,Kinetics,jfd1TKj1lx4,71,81
10319,train,bandaging,12970.mp4,Kinetics,7kPzwnOuX-A,15,25
10320,train,bandaging,13023.mp4,Kinetics,XYI4SUPu_9o,1,11
10321,train,bandaging,12918.mp4,Kinetics,Ts4OM1V-Zp8,163,173
10322,train,bandaging,12923.mp4,Kinetics,CdMLN3wbzNU,467,477
10323,train,bandaging,12585.mp4,Kinetics,g1vt8XIw4jE,139,149
10324,train,bandaging,13132.mp4,Kinetics,p2CE9z0Fvn0,24,34
10325,train,bandaging,12965.mp4,Kinetics,gmohumjqYok,46,56
10326,train,bandaging,13011.mp4,Kinetics,awbSefi8_Hc,26,36
10327,train,bandaging,12516.mp4,Kinetics,zMD_dYhmjeY,56,66
10328,train,bandaging,13030.mp4,Kinetics,KcLlLb8HPlI,19,29
10329,train,bandaging,12688.mp4,Kinetics,M3u0Kt8nJ5o,281,291
10330,train,bandaging,12880.mp4,Kinetics,PJYuWfTsp0E,53,63
10331,train,bandaging,12757.mp4,Kinetics,gbg6lblvqM4,90,100
10332,train,bandaging,13083.mp4,Kinetics,hJY-niJfxMY,83,93
10333,train,bandaging,13145.mp4,Kinetics,IKhpiLqbn7U,1,11
10334,train,bandaging,12893.mp4,Kinetics,v9e1-JDexAY,72,82
10335,train,bandaging,12720.mp4,Kinetics,2ffYeuTjjvI,20,30
10336,train,bandaging,12581.mp4,Kinetics,bj74Jk_pw7Y,299,309
10337,train,bandaging,12620.mp4,Kinetics,SkkZl__RHoM,64,74
10338,train,bandaging,13128.mp4,Kinetics,F9Ew8iFv18U,38,48
10339,train,bandaging,12789.mp4,Kinetics,ZNawwpDbDHM,25,35
10340,train,bandaging,12776.mp4,Kinetics,L_VD7cgij50,100,110
10341,train,bandaging,12546.mp4,Kinetics,on2o275MKdM,287,297
10342,train,bandaging,13064.mp4,Kinetics,KH2Er93nZlo,98,108
10343,train,bandaging,12521.mp4,Kinetics,iASdCqzezjA,2,12
10344,train,bandaging,12578.mp4,Kinetics,kkOzIc-X2IQ,141,151
10345,train,bandaging,12851.mp4,Kinetics,EMv1TCs0-04,19,29
10346,train,bandaging,12528.mp4,Kinetics,LsVd3DCEPDI,3,13
10347,train,bandaging,12684.mp4,Kinetics,xqCahNSPOYU,0,10
10348,train,bandaging,12864.mp4,Kinetics,dgfNt2Y0UJw,378,388
10349,train,bandaging,12778.mp4,Kinetics,AwNvbshVnqo,82,92
10350,train,bandaging,12827.mp4,Kinetics,CIPLVQGmuFc,86,96
10351,train,bandaging,12758.mp4,Kinetics,buv1D1makEM,106,116
10352,train,bandaging,13086.mp4,Kinetics,YwhvbH8C1Yc,186,196
10353,train,bandaging,12870.mp4,Kinetics,1he9fSWoeHs,15,25
10354,train,bandaging,12922.mp4,Kinetics,zCkH7gHoijc,191,201
10355,train,bandaging,12614.mp4,Kinetics,RHIhBqb0oig,139,149
10356,train,bandaging,12888.mp4,Kinetics,GzCImJEJo8U,24,34
10357,train,bandaging,13115.mp4,Kinetics,0tIzlcEDrFw,38,48
10358,train,bandaging,12962.mp4,Kinetics,rJg0Zd_ayDo,23,33
10359,train,bandaging,13058.mp4,Kinetics,MI5Z-RyiUcc,174,184
10360,train,bandaging,12892.mp4,Kinetics,0jps5SZlTdo,81,91
10361,train,bandaging,12975.mp4,Kinetics,EEff7Txlnos,23,33
10362,train,bandaging,13067.mp4,Kinetics,DeirwSvnWvs,68,78
10363,train,bandaging,12752.mp4,Kinetics,WAGLhfio4uA,272,282
10364,train,bandaging,12803.mp4,Kinetics,Xk-mJQlfesM,53,63
10365,train,bandaging,13123.mp4,Kinetics,R3WrxoQiI9s,15,25
10366,train,bandaging,12575.mp4,Kinetics,r0I7djFKZmk,100,110
10367,train,bandaging,13097.mp4,Kinetics,LjEoCPNrUNQ,189,199
10368,train,bandaging,13024.mp4,Kinetics,l7n7hSWK2rI,47,57
10369,train,bandaging,12687.mp4,Kinetics,wNd26LevE3Y,70,80
10370,train,bandaging,12961.mp4,Kinetics,HPHQ_-FMewA,7,17
10371,train,bandaging,12662.mp4,Kinetics,Gtq8o16WIsU,49,59
10372,train,bandaging,12730.mp4,Kinetics,0w4hzYG2VdQ,13,23
10373,train,bandaging,13125.mp4,Kinetics,M8Cl5neV8YQ,187,197
10374,train,bandaging,12995.mp4,Kinetics,cFjn5Lt9jfg,29,39
10375,train,bandaging,13054.mp4,Kinetics,SoFf4VRk9Ks,192,202
10376,train,bandaging,13069.mp4,Kinetics,xgGZkSgl_pY,102,112
10377,train,bandaging,13014.mp4,Kinetics,WO3jlg9A2Vc,101,111
10378,train,bandaging,12691.mp4,Kinetics,MBl2oAzNxnM,130,140
10379,train,bandaging,12993.mp4,Kinetics,xGfH7rQnC2A,111,121
10380,train,bandaging,13116.mp4,Kinetics,JikfV1inqR0,24,34
10381,train,bandaging,12794.mp4,Kinetics,ZEukuiJGCVo,5,15
10382,train,bandaging,12818.mp4,Kinetics,nPJaRawvm-8,110,120
10383,train,bandaging,12886.mp4,Kinetics,ruMv9I9pkdo,80,90
10384,train,bandaging,12705.mp4,Kinetics,BnlIGCwE-so,40,50
10385,train,bandaging,12983.mp4,Kinetics,rvZOOFq9VvY,52,62
10386,train,bandaging,12557.mp4,Kinetics,au7ExtXY8Tk,45,55
10387,train,bandaging,12653.mp4,Kinetics,MKTjpZk7dFU,233,243
10388,train,bandaging,13144.mp4,Kinetics,uf4Tdscc_P8,16,26
10389,train,bandaging,12523.mp4,Kinetics,mCtU6KS0QZc,72,82
10390,train,bandaging,12867.mp4,Kinetics,sfgrJqtg_6s,23,33
10391,train,bandaging,12767.mp4,Kinetics,xII3u8iTokU,333,343
10392,train,bandaging,12522.mp4,Kinetics,p0mXX6ia-pQ,25,35
10393,train,bandaging,12807.mp4,Kinetics,38-T3AsOLmc,73,83
10394,train,bandaging,12660.mp4,Kinetics,Y72w-98a_e8,124,134
10395,train,bandaging,12610.mp4,Kinetics,ypCi3F8qoWc,63,73
10396,train,bandaging,12761.mp4,Kinetics,dAdlJQBZfao,65,75
10397,train,bandaging,12573.mp4,Kinetics,-6rd6BQQM_g,24,34
10398,train,bandaging,12713.mp4,Kinetics,vHBlUS030Xo,70,80
10399,train,bandaging,13038.mp4,Kinetics,5rR91AN8pJ0,99,109
10400,train,bandaging,13124.mp4,Kinetics,ffIdYIOsq6c,145,155
10401,train,bandaging,12785.mp4,Kinetics,wbBlinNUNeY,13,23
10402,train,bandaging,12750.mp4,Kinetics,v6n-mDTsNg8,176,186
10403,train,bandaging,13129.mp4,Kinetics,ZizOixlMkW4,5,15
10404,train,bandaging,12664.mp4,Kinetics,041PTeuYv8M,0,10
10405,train,bandaging,12728.mp4,Kinetics,ZuMEogYI9K0,64,74
10406,train,bandaging,12843.mp4,Kinetics,6SOnKr7cpw4,17,27
10407,train,bandaging,12792.mp4,Kinetics,4JvtM2KqzQU,141,151
10408,train,bandaging,13037.mp4,Kinetics,ca_YU8b7-EE,30,40
10409,train,bandaging,13101.mp4,Kinetics,YnzOApTufD0,22,32
10410,train,bandaging,12985.mp4,Kinetics,RIqAbDX2-7c,29,39
10411,train,bandaging,12658.mp4,Kinetics,pbxWCd_PnoY,30,40
10412,train,bandaging,13042.mp4,Kinetics,28jEajgjwE0,362,372
10413,train,bandaging,13068.mp4,Kinetics,Nqfhc1nwK4s,533,543
10414,train,bandaging,12832.mp4,Kinetics,ljnKJ6qhsw0,9,19
10415,train,bandaging,12931.mp4,Kinetics,ZQZbkW-WQnI,15,25
10416,train,bandaging,13073.mp4,Kinetics,pm0DIgY7Kfk,41,51
10417,train,bandaging,12958.mp4,Kinetics,uBaNWE6WY7o,34,44
10418,train,bandaging,12689.mp4,Kinetics,v6HOANlOR9Y,17,27
10419,train,bandaging,12661.mp4,Kinetics,edVUC8inJKo,43,53
10420,train,bandaging,12894.mp4,Kinetics,T4oWludwIHk,29,39
10421,train,bandaging,12566.mp4,Kinetics,3p9jApT8wcM,156,166
10422,train,bandaging,12960.mp4,Kinetics,enVkQFOVGzI,65,75
10423,train,bandaging,12914.mp4,Kinetics,Bd4C34MVMb8,19,29
10424,train,bandaging,12564.mp4,Kinetics,HcfYYKglxrc,38,48
10425,train,bandaging,13148.mp4,Kinetics,MXPml4Xr5l4,22,32
10426,train,bandaging,12953.mp4,Kinetics,qKtcfUYTncI,28,38
10427,train,bandaging,12877.mp4,Kinetics,NoWyKbGGNN4,60,70
10428,train,bandaging,12550.mp4,Kinetics,xFW5l5IQq48,35,45
10429,train,bandaging,12759.mp4,Kinetics,y0i1Mf6g1u8,0,10
10430,train,bandaging,12774.mp4,Kinetics,CYrWAaOJ2b0,29,39
10431,train,bandaging,12903.mp4,Kinetics,J1W-KWRs-sk,33,43
10432,train,bandaging,12547.mp4,Kinetics,c1UgJfy2-k4,61,71
10433,train,bandaging,12588.mp4,Kinetics,74BsVWcaPAk,174,184
10434,train,bandaging,12871.mp4,Kinetics,Cf4w0hzcA_s,0,10
10435,train,bandaging,12534.mp4,Kinetics,JggftLMsl-o,29,39
10436,train,bandaging,12799.mp4,Kinetics,G-m7LvZtGCw,185,195
10437,train,bandaging,12584.mp4,Kinetics,_VTmwiIEVhM,59,69
10438,train,bandaging,12930.mp4,Kinetics,aaMRtdZCSj4,69,79
10439,train,bandaging,12589.mp4,Kinetics,wfeVJbk9PD8,144,154
10440,train,bandaging,13057.mp4,Kinetics,W33Jy0bBbgI,49,59
10441,train,bandaging,12703.mp4,Kinetics,6e7CrvJu4Zo,0,10
10442,train,bandaging,12556.mp4,Kinetics,W57h5PgkWqQ,12,22
10443,train,bandaging,12599.mp4,Kinetics,UHpSLs6yiwY,156,166
10444,train,bandaging,12606.mp4,Kinetics,IeEg9PNylfk,76,86
10445,train,bandaging,12635.mp4,Kinetics,iOtI_MhYT4c,29,39
10446,train,bandaging,12737.mp4,Kinetics,b53vM_78VEM,20,30
10447,train,bandaging,12929.mp4,Kinetics,XdHZBOabZxE,9,19
10448,train,bandaging,12625.mp4,Kinetics,fshyl66ZqO4,1694,1704
10449,train,bandaging,12763.mp4,Kinetics,4o9osIsr8Z8,44,54
10450,train,bandaging,12608.mp4,Kinetics,nlj60bESGvM,130,140
10451,train,bandaging,13045.mp4,Kinetics,dbjGoAZOV3M,60,70
10452,train,bandaging,12600.mp4,Kinetics,w0KTMrSG_uo,29,39
10453,train,bandaging,12977.mp4,Kinetics,Uf5uBM--7fs,57,67
10454,train,bandaging,12723.mp4,Kinetics,zoVyijDFjAI,4,14
10455,train,bandaging,12616.mp4,Kinetics,Z5tdv9gMTlk,0,10
10456,train,bandaging,12612.mp4,Kinetics,c0DqEQ_n8yQ,50,60
10457,train,bandaging,13079.mp4,Kinetics,ic-QaDS41Ts,108,118
10458,train,bandaging,13109.mp4,Kinetics,Ff3i1pNQWYI,86,96
10459,train,bandaging,12865.mp4,Kinetics,H16-l2Uq3Go,61,71
10460,train,bandaging,12681.mp4,Kinetics,yFK7hFl3ozA,188,198
10461,train,bandaging,12739.mp4,Kinetics,8MMoC7xDhjo,42,52
10462,train,bandaging,13131.mp4,Kinetics,9DJHh82AVdM,38,48
10463,train,bandaging,12878.mp4,Kinetics,i19ZMI1yDgI,19,29
10464,train,bandaging,13003.mp4,Kinetics,Z9Izte4tZ94,70,80
10465,train,bandaging,12948.mp4,Kinetics,eufxdt0hY3w,2,12
10466,train,bandaging,12670.mp4,Kinetics,1Y_GqG1Kg04,28,38
10467,train,bandaging,12542.mp4,Kinetics,3orj2Q7MhUc,412,422
10468,train,bandaging,13033.mp4,Kinetics,6lFb2m6mwjY,21,31
10469,train,bandaging,12672.mp4,Kinetics,9rnPexDGWVo,39,49
10470,train,bandaging,12944.mp4,Kinetics,9pGAKmgwLKQ,213,223
10471,train,bandaging,12824.mp4,Kinetics,bJsPodYRYTw,3,13
10472,train,bandaging,12605.mp4,Kinetics,MD5YnNIox4o,56,66
10473,train,bandaging,12939.mp4,Kinetics,n7FuNnTJS9E,5,15
10474,train,bandaging,12700.mp4,Kinetics,f5ajZf_qlBY,0,10
10475,train,bandaging,13122.mp4,Kinetics,R5yr4fSm5hQ,174,184
10476,train,bandaging,12543.mp4,Kinetics,qew954xbjJk,224,234
10477,train,bandaging,12574.mp4,Kinetics,ngHEGzvuW0U,351,361
10478,train,bandaging,12569.mp4,Kinetics,0lyAtixAMGE,8,18
10479,train,bandaging,12686.mp4,Kinetics,hGfsx_xmUSY,52,62
10480,train,bandaging,12816.mp4,Kinetics,vm4IpGyBxsA,20,30
10481,train,bandaging,13084.mp4,Kinetics,BKts5TkA7Uc,106,116
10482,train,bandaging,12938.mp4,Kinetics,cPlvWEYcivo,32,42
10483,train,bandaging,12571.mp4,Kinetics,SjLLoS4h3bY,0,10
10484,train,bandaging,12933.mp4,Kinetics,vol0Oa3_hz4,507,517
10485,train,bandaging,13106.mp4,Kinetics,7rzkps0k_kY,149,159
10486,train,bandaging,12800.mp4,Kinetics,v3kCxEK2pBA,15,25
10487,train,bandaging,12834.mp4,Kinetics,y2UIUcN8fcs,87,97
10488,train,bandaging,12736.mp4,Kinetics,LbX4FBk9s4U,32,42
10489,train,bandaging,13005.mp4,Kinetics,Z2emND04_Tg,71,81
10490,train,bandaging,12643.mp4,Kinetics,htFu_ChgswA,124,134
10491,train,bandaging,13016.mp4,Kinetics,q9WAgu-ZGfQ,19,29
10492,train,bandaging,12887.mp4,Kinetics,Ubv3rzgHYUI,216,226
10493,train,bandaging,13070.mp4,Kinetics,rExA9N2lnks,32,42
10494,train,bandaging,12928.mp4,Kinetics,lFk_mSfjMmk,74,84
10495,train,bandaging,13085.mp4,Kinetics,3oG8UXXrstU,61,71
10496,train,bandaging,13108.mp4,Kinetics,GWyl-iexsXQ,103,113
10497,train,bandaging,12621.mp4,Kinetics,613XsSQM9no,24,34
10498,train,bandaging,13121.mp4,Kinetics,Pn2mmcllOSQ,517,527
10499,train,bandaging,12974.mp4,Kinetics,GjfvIgRnv58,61,71
10500,train,bandaging,12840.mp4,Kinetics,AipTiZOuzMo,21,31
10501,train,bandaging,13021.mp4,Kinetics,PbXBK1gzp9w,80,90
10502,train,bandaging,12935.mp4,Kinetics,0M7duRovxvI,55,65
10503,train,bandaging,12559.mp4,Kinetics,sL1Cd9GRFXQ,0,10
10504,train,bandaging,12966.mp4,Kinetics,D08L22EszNQ,2,12
10505,train,bandaging,12891.mp4,Kinetics,0ehjV7Oog3c,400,410
10506,train,bandaging,13111.mp4,Kinetics,xHPyTQ9h9qA,0,10
10507,train,bandaging,12712.mp4,Kinetics,HBumhRSOWZE,93,103
10508,train,bandaging,13141.mp4,Kinetics,F8FuLMMsiDo,116,126
